DATE,ACCLASS,INJURY,ACCNUM
2008/09/25,Non-Fatal Injury,Major,3
2008/09/25,Non-Fatal Injury,Minor,1
2008/09/25,Non-Fatal Injury,None,3
2008/09/27,Non-Fatal Injury,Major,1
2008/09/27,Non-Fatal Injury,Minimal,1
2008/09/27,Non-Fatal Injury,None,1
2008/09/28,Fatal,Fatal,1
2008/09/28,Non-Fatal Injury,Major,2
2008/09/28,Non-Fatal Injury,Minor,1
2008/09/28,Non-Fatal Injury,None,1
2008/09/29,Non-Fatal Injury,Major,1
2008/09/29,Non-Fatal Injury,Minimal,1
2008/09/29,Non-Fatal Injury,Minor,2
2008/09/30,Non-Fatal Injury,Major,3
2008/09/30,Non-Fatal Injury,None,1
2008/10/02,Fatal,Fatal,1
2008/10/02,Fatal,None,1
2008/10/02,Non-Fatal Injury,Major,1
2008/10/02,Non-Fatal Injury,None,2
2008/10/03,Fatal,Fatal,1
2008/10/03,Fatal,None,4
2008/10/03,Non-Fatal Injury,Major,1
2008/10/03,Non-Fatal Injury,None,1
2008/10/05,Non-Fatal Injury,Major,2
2008/10/05,Non-Fatal Injury,Minor,1
2008/10/05,Non-Fatal Injury,None,2
2008/10/06,Non-Fatal Injury,Major,1
2008/10/07,Non-Fatal Injury,Major,2
2008/10/07,Non-Fatal Injury,None,2
2008/10/08,Non-Fatal Injury,Major,1
2008/10/08,Non-Fatal Injury,None,2
2008/10/10,Non-Fatal Injury,Major,1
2008/10/10,Non-Fatal Injury,None,1
2008/10/13,Non-Fatal Injury,Major,1
2008/10/13,Non-Fatal Injury,None,1
2008/10/14,Non-Fatal Injury,Major,1
2008/10/14,Non-Fatal Injury,None,1
2008/10/16,Non-Fatal Injury,Major,3
2008/10/16,Non-Fatal Injury,None,3
2008/10/17,Fatal,Fatal,1
2008/10/17,Fatal,None,1
2008/10/17,Non-Fatal Injury,Major,3
2008/10/17,Non-Fatal Injury,None,2
2008/10/18,Fatal,Fatal,1
2008/10/18,Fatal,None,4
2008/10/18,Non-Fatal Injury,Major,2
2008/10/18,Non-Fatal Injury,None,2
2008/10/19,Non-Fatal Injury,Major,2
2008/10/19,Non-Fatal Injury,None,1
2008/10/21,Fatal,Fatal,1
2008/10/21,Non-Fatal Injury,Major,2
2008/10/21,Non-Fatal Injury,None,1
2008/10/22,Non-Fatal Injury,Major,2
2008/10/22,Non-Fatal Injury,None,2
2008/10/23,Non-Fatal Injury,Major,2
2008/10/23,Non-Fatal Injury,None,1
2008/10/24,Fatal,Fatal,1
2008/10/24,Fatal,None,1
2008/10/25,Fatal,Fatal,1
2008/10/25,Fatal,None,1
2008/10/27,Non-Fatal Injury,Major,1
2008/10/27,Non-Fatal Injury,None,1
2008/10/29,Non-Fatal Injury,Major,4
2008/10/29,Non-Fatal Injury,Minimal,3
2008/10/29,Non-Fatal Injury,Minor,1
2008/10/29,Non-Fatal Injury,None,6
2008/10/31,Fatal,Fatal,1
2008/10/31,Non-Fatal Injury,Major,1
2008/10/31,Non-Fatal Injury,Minimal,1
2008/10/31,Non-Fatal Injury,None,1
2008/11/01,Non-Fatal Injury,Major,2
2008/11/01,Non-Fatal Injury,Minor,3
2008/11/01,Non-Fatal Injury,None,3
2008/11/02,Non-Fatal Injury,Major,2
2008/11/02,Non-Fatal Injury,Minimal,1
2008/11/02,Non-Fatal Injury,Minor,4
2008/11/02,Non-Fatal Injury,None,1
2008/11/03,Fatal,Fatal,1
2008/11/03,Fatal,Minor,1
2008/11/06,Non-Fatal Injury,Major,2
2008/11/06,Non-Fatal Injury,None,1
2008/11/07,Non-Fatal Injury,Major,1
2008/11/07,Non-Fatal Injury,Minor,1
2008/11/08,Non-Fatal Injury,Major,2
2008/11/08,Non-Fatal Injury,None,2
2008/11/10,Non-Fatal Injury,Major,2
2008/11/10,Non-Fatal Injury,Minor,3
2008/11/10,Non-Fatal Injury,None,1
2008/11/11,Fatal,Fatal,1
2008/11/11,Fatal,None,1
2008/11/11,Non-Fatal Injury,Major,1
2008/11/11,Non-Fatal Injury,None,1
2008/11/12,Non-Fatal Injury,Major,2
2008/11/12,Non-Fatal Injury,None,3
2008/11/13,Non-Fatal Injury,Major,1
2008/11/13,Non-Fatal Injury,None,1
2008/11/14,Non-Fatal Injury,Major,1
2008/11/14,Non-Fatal Injury,None,1
2008/11/15,Non-Fatal Injury,Major,3
2008/11/15,Non-Fatal Injury,None,2
2008/11/17,Non-Fatal Injury,Major,1
2008/11/17,Non-Fatal Injury,None,2
2008/11/18,Non-Fatal Injury,Major,1
2008/11/18,Non-Fatal Injury,None,1
2008/11/19,Non-Fatal Injury,Major,1
2008/11/19,Non-Fatal Injury,None,1
2008/11/20,Non-Fatal Injury,Major,1
2008/11/20,Non-Fatal Injury,None,1
2008/11/21,Non-Fatal Injury,Major,2
2008/11/21,Non-Fatal Injury,None,2
2008/11/23,Non-Fatal Injury,Major,2
2008/11/23,Non-Fatal Injury,None,1
2008/11/24,Non-Fatal Injury,Major,2
2008/11/24,Non-Fatal Injury,None,2
2008/11/25,Non-Fatal Injury,Major,1
2008/11/25,Non-Fatal Injury,None,1
2008/11/26,Fatal,Fatal,1
2008/11/26,Fatal,None,3
2008/11/26,Non-Fatal Injury,Major,1
2008/11/26,Non-Fatal Injury,None,1
2008/11/27,Non-Fatal Injury,Major,1
2008/11/27,Non-Fatal Injury,None,1
2008/11/28,Non-Fatal Injury,Major,2
2008/11/28,Non-Fatal Injury,None,3
2008/11/30,Non-Fatal Injury,Major,1
2008/11/30,Non-Fatal Injury,None,1
2008/12/01,Non-Fatal Injury,Major,1
2008/12/01,Non-Fatal Injury,None,1
2008/12/02,Non-Fatal Injury,Major,1
2008/12/02,Non-Fatal Injury,None,1
2008/12/03,Non-Fatal Injury,Major,2
2008/12/03,Non-Fatal Injury,None,3
2008/12/04,Non-Fatal Injury,Major,2
2008/12/04,Non-Fatal Injury,None,2
2008/12/05,Non-Fatal Injury,Major,2
2008/12/05,Non-Fatal Injury,None,3
2008/12/08,Non-Fatal Injury,Major,1
2008/12/08,Non-Fatal Injury,Minimal,1
2008/12/08,Non-Fatal Injury,Minor,1
2008/12/09,Non-Fatal Injury,Major,2
2008/12/09,Non-Fatal Injury,Minor,2
2008/12/09,Non-Fatal Injury,None,1
2008/12/10,Non-Fatal Injury,Major,1
2008/12/10,Non-Fatal Injury,Minimal,1
2008/12/10,Non-Fatal Injury,Minor,1
2008/12/11,Non-Fatal Injury,Major,1
2008/12/11,Non-Fatal Injury,None,1
2008/12/13,Fatal,Fatal,1
2008/12/13,Fatal,None,1
2008/12/14,Non-Fatal Injury,Major,1
2008/12/14,Non-Fatal Injury,None,1
2008/12/15,Non-Fatal Injury,Major,1
2008/12/15,Non-Fatal Injury,None,1
2008/12/17,Non-Fatal Injury,Major,1
2008/12/17,Non-Fatal Injury,None,1
2008/12/22,Non-Fatal Injury,Major,1
2008/12/22,Non-Fatal Injury,None,1
2008/12/24,Non-Fatal Injury,Major,1
2008/12/24,Non-Fatal Injury,None,1
2008/12/26,Non-Fatal Injury,Major,1
2008/12/26,Non-Fatal Injury,None,1
2008/12/29,Non-Fatal Injury,Major,1
2008/12/29,Non-Fatal Injury,None,1
2008/12/31,Non-Fatal Injury,Major,1
2008/12/31,Non-Fatal Injury,Minimal,2
2008/12/31,Non-Fatal Injury,None,4
2009/01/01,Fatal,Fatal,1
2009/01/01,Fatal,None,1
2009/01/02,Non-Fatal Injury,Major,2
2009/01/02,Non-Fatal Injury,Minimal,1
2009/01/02,Non-Fatal Injury,None,1
2009/01/03,Non-Fatal Injury,Major,2
2009/01/03,Non-Fatal Injury,Minor,1
2009/01/05,Non-Fatal Injury,Major,2
2009/01/05,Non-Fatal Injury,Minimal,1
2009/01/05,Non-Fatal Injury,Minor,1
2009/01/05,Non-Fatal Injury,None,1
2009/01/06,Fatal,Fatal,1
2009/01/06,Fatal,None,1
2009/01/06,Non-Fatal Injury,Major,1
2009/01/06,Non-Fatal Injury,Minor,2
2009/01/07,Non-Fatal Injury,Major,1
2009/01/07,Non-Fatal Injury,None,1
2009/01/08,Non-Fatal Injury,Major,2
2009/01/08,Non-Fatal Injury,Minimal,1
2009/01/08,Non-Fatal Injury,Minor,1
2009/01/08,Non-Fatal Injury,None,2
2009/01/09,Non-Fatal Injury,Major,1
2009/01/09,Non-Fatal Injury,None,1
2009/01/10,Non-Fatal Injury,Major,1
2009/01/10,Non-Fatal Injury,None,1
2009/01/12,Non-Fatal Injury,Major,2
2009/01/12,Non-Fatal Injury,Minor,1
2009/01/12,Non-Fatal Injury,None,2
2009/01/13,Non-Fatal Injury,Major,1
2009/01/13,Non-Fatal Injury,None,1
2009/01/14,Non-Fatal Injury,Major,3
2009/01/14,Non-Fatal Injury,None,2
2009/01/18,Non-Fatal Injury,Major,1
2009/01/18,Non-Fatal Injury,None,1
2009/01/19,Non-Fatal Injury,Major,1
2009/01/19,Non-Fatal Injury,Minor,1
2009/01/19,Non-Fatal Injury,None,1
2009/01/20,Non-Fatal Injury,Major,1
2009/01/20,Non-Fatal Injury,Minimal,1
2009/01/20,Non-Fatal Injury,Minor,1
2009/01/21,Non-Fatal Injury,Major,1
2009/01/21,Non-Fatal Injury,Minor,2
2009/01/24,Non-Fatal Injury,Major,1
2009/01/24,Non-Fatal Injury,None,1
2009/01/26,Non-Fatal Injury,Major,1
2009/01/26,Non-Fatal Injury,Minimal,1
2009/01/28,Non-Fatal Injury,Major,2
2009/01/28,Non-Fatal Injury,Minor,1
2009/01/28,Non-Fatal Injury,None,1
2009/01/31,Non-Fatal Injury,Major,1
2009/01/31,Non-Fatal Injury,None,1
2009/02/02,Fatal,Fatal,1
2009/02/02,Fatal,None,1
2009/02/02,Non-Fatal Injury,Major,3
2009/02/02,Non-Fatal Injury,Minor,4
2009/02/02,Non-Fatal Injury,None,4
2009/02/05,Non-Fatal Injury,Major,1
2009/02/05,Non-Fatal Injury,None,1
2009/02/08,Non-Fatal Injury,Major,1
2009/02/08,Non-Fatal Injury,None,1
2009/02/09,Non-Fatal Injury,Major,1
2009/02/09,Non-Fatal Injury,None,1
2009/02/12,Non-Fatal Injury,Major,2
2009/02/12,Non-Fatal Injury,None,1
2009/02/13,Fatal,Fatal,1
2009/02/13,Fatal,Minor,1
2009/02/13,Non-Fatal Injury,Major,1
2009/02/13,Non-Fatal Injury,None,1
2009/02/16,Non-Fatal Injury,Major,1
2009/02/16,Non-Fatal Injury,None,1
2009/02/17,Non-Fatal Injury,Major,4
2009/02/17,Non-Fatal Injury,None,4
2009/02/19,Non-Fatal Injury,Major,1
2009/02/19,Non-Fatal Injury,None,1
2009/02/21,Non-Fatal Injury,Major,3
2009/02/21,Non-Fatal Injury,Minimal,1
2009/02/21,Non-Fatal Injury,None,1
2009/02/23,Non-Fatal Injury,Major,2
2009/02/23,Non-Fatal Injury,None,3
2009/02/24,Non-Fatal Injury,Major,1
2009/02/24,Non-Fatal Injury,None,1
2009/02/25,Non-Fatal Injury,Major,1
2009/02/25,Non-Fatal Injury,None,1
2009/02/26,Non-Fatal Injury,Major,2
2009/02/26,Non-Fatal Injury,Minor,2
2009/02/26,Non-Fatal Injury,None,1
2009/03/02,Non-Fatal Injury,Major,1
2009/03/02,Non-Fatal Injury,None,1
2009/03/03,Non-Fatal Injury,Major,2
2009/03/03,Non-Fatal Injury,None,2
2009/03/04,Non-Fatal Injury,Major,3
2009/03/04,Non-Fatal Injury,Minor,4
2009/03/04,Non-Fatal Injury,None,8
2009/03/07,Fatal,Fatal,1
2009/03/07,Non-Fatal Injury,Major,2
2009/03/07,Non-Fatal Injury,Minimal,3
2009/03/07,Non-Fatal Injury,Minor,1
2009/03/07,Non-Fatal Injury,None,5
2009/03/08,Fatal,Fatal,1
2009/03/08,Fatal,Major,1
2009/03/08,Fatal,None,1
2009/03/08,Non-Fatal Injury,Major,2
2009/03/08,Non-Fatal Injury,Minimal,3
2009/03/08,Non-Fatal Injury,None,1
2009/03/10,Non-Fatal Injury,Major,2
2009/03/10,Non-Fatal Injury,None,2
2009/03/11,Fatal,Fatal,1
2009/03/11,Fatal,None,1
2009/03/11,Non-Fatal Injury,Major,2
2009/03/11,Non-Fatal Injury,None,2
2009/03/12,Non-Fatal Injury,Major,1
2009/03/12,Non-Fatal Injury,None,1
2009/03/13,Fatal,Fatal,1
2009/03/13,Fatal,None,1
2009/03/13,Non-Fatal Injury,Major,1
2009/03/13,Non-Fatal Injury,Minimal,1
2009/03/14,Non-Fatal Injury,Major,1
2009/03/14,Non-Fatal Injury,None,1
2009/03/17,Non-Fatal Injury,Major,1
2009/03/17,Non-Fatal Injury,None,1
2009/03/19,Non-Fatal Injury,Major,1
2009/03/19,Non-Fatal Injury,None,1
2009/03/20,Non-Fatal Injury,Major,1
2009/03/20,Non-Fatal Injury,None,1
2009/03/21,Non-Fatal Injury,Major,1
2009/03/21,Non-Fatal Injury,None,1
2009/03/25,Fatal,Fatal,1
2009/03/25,Fatal,None,1
2009/03/27,Non-Fatal Injury,Major,2
2009/03/27,Non-Fatal Injury,None,1
2009/03/28,Non-Fatal Injury,Major,1
2009/03/28,Non-Fatal Injury,None,1
2009/03/29,Non-Fatal Injury,Major,3
2009/03/29,Non-Fatal Injury,Minimal,1
2009/03/29,Non-Fatal Injury,None,1
2009/03/31,Non-Fatal Injury,Major,1
2009/03/31,Non-Fatal Injury,Minor,1
2009/04/01,Non-Fatal Injury,Major,1
2009/04/01,Non-Fatal Injury,None,1
2009/04/02,Non-Fatal Injury,Major,1
2009/04/03,Fatal,Fatal,1
2009/04/03,Fatal,None,1
2009/04/04,Fatal,Fatal,1
2009/04/04,Fatal,None,1
2009/04/06,Non-Fatal Injury,Major,2
2009/04/06,Non-Fatal Injury,Minor,5
2009/04/06,Non-Fatal Injury,None,1
2009/04/07,Non-Fatal Injury,Major,3
2009/04/07,Non-Fatal Injury,None,1
2009/04/08,Non-Fatal Injury,Major,1
2009/04/08,Non-Fatal Injury,None,1
2009/04/09,Non-Fatal Injury,Major,1
2009/04/09,Non-Fatal Injury,Minimal,1
2009/04/09,Non-Fatal Injury,None,2
2009/04/10,Non-Fatal Injury,Major,2
2009/04/10,Non-Fatal Injury,Minor,1
2009/04/10,Non-Fatal Injury,None,1
2009/04/11,Non-Fatal Injury,Major,1
2009/04/11,Non-Fatal Injury,None,1
2009/04/13,Non-Fatal Injury,Major,1
2009/04/13,Non-Fatal Injury,None,1
2009/04/15,Non-Fatal Injury,Major,1
2009/04/17,Fatal,Fatal,1
2009/04/17,Fatal,None,1
2009/04/17,Non-Fatal Injury,Major,1
2009/04/17,Non-Fatal Injury,Minor,1
2009/04/17,Non-Fatal Injury,None,1
2009/04/18,Non-Fatal Injury,Major,3
2009/04/18,Non-Fatal Injury,Minimal,6
2009/04/18,Non-Fatal Injury,Minor,2
2009/04/20,Fatal,Fatal,1
2009/04/20,Fatal,None,1
2009/04/22,Non-Fatal Injury,Major,2
2009/04/22,Non-Fatal Injury,None,2
2009/04/23,Non-Fatal Injury,Major,1
2009/04/23,Non-Fatal Injury,None,1
2009/04/24,Non-Fatal Injury,Major,1
2009/04/24,Non-Fatal Injury,None,1
2009/04/25,Non-Fatal Injury,Major,1
2009/04/25,Non-Fatal Injury,Minimal,1
2009/04/28,Non-Fatal Injury,Major,2
2009/04/28,Non-Fatal Injury,Minimal,1
2009/04/29,Non-Fatal Injury,Major,1
2009/04/29,Non-Fatal Injury,None,1
2009/04/30,Non-Fatal Injury,Major,2
2009/04/30,Non-Fatal Injury,None,2
2009/05/01,Fatal,Fatal,1
2009/05/01,Fatal,Minor,3
2009/05/01,Fatal,None,4
2009/05/02,Non-Fatal Injury,Major,1
2009/05/02,Non-Fatal Injury,None,2
2009/05/04,Non-Fatal Injury,Major,2
2009/05/04,Non-Fatal Injury,None,1
2009/05/06,Non-Fatal Injury,Major,1
2009/05/06,Non-Fatal Injury,None,1
2009/05/07,Non-Fatal Injury,Major,2
2009/05/07,Non-Fatal Injury,None,2
2009/05/08,Non-Fatal Injury,Major,1
2009/05/08,Non-Fatal Injury,Minor,1
2009/05/09,Non-Fatal Injury,Major,1
2009/05/09,Non-Fatal Injury,None,1
2009/05/11,Non-Fatal Injury,Major,1
2009/05/11,Non-Fatal Injury,None,1
2009/05/12,Non-Fatal Injury,Major,1
2009/05/12,Non-Fatal Injury,None,1
2009/05/13,Non-Fatal Injury,Major,1
2009/05/13,Non-Fatal Injury,None,1
2009/05/15,Non-Fatal Injury,Major,3
2009/05/15,Non-Fatal Injury,None,3
2009/05/16,Non-Fatal Injury,Major,2
2009/05/17,Non-Fatal Injury,Major,1
2009/05/17,Non-Fatal Injury,Minimal,2
2009/05/17,Non-Fatal Injury,Minor,1
2009/05/17,Non-Fatal Injury,None,1
2009/05/18,Non-Fatal Injury,Major,1
2009/05/18,Non-Fatal Injury,None,1
2009/05/19,Non-Fatal Injury,Major,1
2009/05/19,Non-Fatal Injury,Minor,2
2009/05/21,Non-Fatal Injury,Major,1
2009/05/21,Non-Fatal Injury,None,1
2009/05/22,Non-Fatal Injury,Major,4
2009/05/22,Non-Fatal Injury,None,5
2009/05/24,Non-Fatal Injury,Major,2
2009/05/24,Non-Fatal Injury,Minimal,3
2009/05/24,Non-Fatal Injury,Minor,3
2009/05/25,Non-Fatal Injury,Major,1
2009/05/25,Non-Fatal Injury,None,1
2009/05/26,Non-Fatal Injury,Major,1
2009/05/26,Non-Fatal Injury,None,1
2009/05/27,Non-Fatal Injury,Major,3
2009/05/27,Non-Fatal Injury,None,3
2009/05/28,Non-Fatal Injury,Major,4
2009/05/28,Non-Fatal Injury,None,2
2009/05/29,Non-Fatal Injury,Major,1
2009/05/29,Non-Fatal Injury,None,1
2009/05/31,Non-Fatal Injury,Major,1
2009/05/31,Non-Fatal Injury,Minor,1
2009/06/01,Non-Fatal Injury,Major,1
2009/06/01,Non-Fatal Injury,Minor,1
2009/06/02,Non-Fatal Injury,Major,4
2009/06/02,Non-Fatal Injury,Minimal,4
2009/06/02,Non-Fatal Injury,Minor,1
2009/06/02,Non-Fatal Injury,None,2
2009/06/03,Non-Fatal Injury,Major,2
2009/06/03,Non-Fatal Injury,Minimal,2
2009/06/03,Non-Fatal Injury,Minor,2
2009/06/03,Non-Fatal Injury,None,1
2009/06/04,Non-Fatal Injury,Major,3
2009/06/04,Non-Fatal Injury,Minimal,4
2009/06/04,Non-Fatal Injury,None,3
2009/06/05,Fatal,Fatal,1
2009/06/05,Fatal,None,1
2009/06/05,Non-Fatal Injury,Major,2
2009/06/05,Non-Fatal Injury,Minimal,1
2009/06/05,Non-Fatal Injury,None,1
2009/06/06,Non-Fatal Injury,Major,1
2009/06/06,Non-Fatal Injury,None,1
2009/06/07,Non-Fatal Injury,Major,1
2009/06/09,Non-Fatal Injury,Major,1
2009/06/09,Non-Fatal Injury,None,1
2009/06/10,Non-Fatal Injury,Major,1
2009/06/10,Non-Fatal Injury,None,2
2009/06/11,Non-Fatal Injury,Major,2
2009/06/11,Non-Fatal Injury,Minimal,2
2009/06/11,Non-Fatal Injury,None,2
2009/06/12,Non-Fatal Injury,Major,1
2009/06/12,Non-Fatal Injury,None,1
2009/06/13,Non-Fatal Injury,Major,2
2009/06/13,Non-Fatal Injury,Minimal,2
2009/06/13,Non-Fatal Injury,None,2
2009/06/14,Non-Fatal Injury,Major,1
2009/06/14,Non-Fatal Injury,Minimal,1
2009/06/17,Fatal,Fatal,1
2009/06/17,Fatal,None,1
2009/06/17,Non-Fatal Injury,Major,1
2009/06/17,Non-Fatal Injury,None,1
2009/06/18,Non-Fatal Injury,Major,2
2009/06/19,Non-Fatal Injury,Major,3
2009/06/19,Non-Fatal Injury,Minimal,1
2009/06/19,Non-Fatal Injury,None,4
2009/06/20,Non-Fatal Injury,Major,2
2009/06/20,Non-Fatal Injury,None,2
2009/06/21,Non-Fatal Injury,Major,2
2009/06/21,Non-Fatal Injury,None,2
2009/06/22,Non-Fatal Injury,Major,5
2009/06/22,Non-Fatal Injury,Minimal,1
2009/06/22,Non-Fatal Injury,Minor,3
2009/06/22,Non-Fatal Injury,None,3
2009/06/23,Fatal,Fatal,1
2009/06/23,Fatal,None,1
2009/06/23,Non-Fatal Injury,Major,1
2009/06/23,Non-Fatal Injury,None,1
2009/06/24,Non-Fatal Injury,Major,1
2009/06/24,Non-Fatal Injury,None,2
2009/06/25,Non-Fatal Injury,Major,1
2009/06/25,Non-Fatal Injury,None,1
2009/06/29,Non-Fatal Injury,Major,3
2009/06/29,Non-Fatal Injury,None,2
2009/06/30,Fatal,Fatal,1
2009/06/30,Fatal,None,1
2009/06/30,Non-Fatal Injury,Major,1
2009/06/30,Non-Fatal Injury,Minimal,2
2009/07/01,Non-Fatal Injury,Major,1
2009/07/01,Non-Fatal Injury,Minimal,1
2009/07/01,Non-Fatal Injury,None,2
2009/07/04,Non-Fatal Injury,Major,1
2009/07/04,Non-Fatal Injury,None,1
2009/07/06,Fatal,Fatal,2
2009/07/06,Fatal,Minor,1
2009/07/06,Non-Fatal Injury,Major,2
2009/07/06,Non-Fatal Injury,None,2
2009/07/10,Non-Fatal Injury,Major,2
2009/07/10,Non-Fatal Injury,None,2
2009/07/11,Non-Fatal Injury,Major,1
2009/07/13,Non-Fatal Injury,Major,4
2009/07/13,Non-Fatal Injury,None,4
2009/07/16,Non-Fatal Injury,Major,1
2009/07/16,Non-Fatal Injury,None,1
2009/07/17,Non-Fatal Injury,Major,1
2009/07/17,Non-Fatal Injury,None,1
2009/07/18,Fatal,Fatal,1
2009/07/18,Fatal,None,2
2009/07/18,Non-Fatal Injury,Major,4
2009/07/18,Non-Fatal Injury,Minimal,1
2009/07/18,Non-Fatal Injury,None,5
2009/07/20,Non-Fatal Injury,Major,1
2009/07/20,Non-Fatal Injury,None,1
2009/07/21,Non-Fatal Injury,Major,1
2009/07/21,Non-Fatal Injury,None,1
2009/07/23,Non-Fatal Injury,Major,1
2009/07/23,Non-Fatal Injury,None,1
2009/07/24,Non-Fatal Injury,Major,1
2009/07/24,Non-Fatal Injury,None,1
2009/07/25,Non-Fatal Injury,Major,6
2009/07/25,Non-Fatal Injury,Minor,1
2009/07/25,Non-Fatal Injury,None,1
2009/07/26,Non-Fatal Injury,Major,2
2009/07/26,Non-Fatal Injury,Minimal,1
2009/07/26,Non-Fatal Injury,None,2
2009/07/28,Non-Fatal Injury,Major,1
2009/07/28,Non-Fatal Injury,None,1
2009/07/30,Non-Fatal Injury,Major,1
2009/07/30,Non-Fatal Injury,Minimal,1
2009/07/31,Non-Fatal Injury,Major,1
2009/07/31,Non-Fatal Injury,None,1
2009/08/01,Non-Fatal Injury,Major,4
2009/08/01,Non-Fatal Injury,Minimal,1
2009/08/01,Non-Fatal Injury,Minor,1
2009/08/01,Non-Fatal Injury,None,2
2009/08/02,Non-Fatal Injury,Major,1
2009/08/02,Non-Fatal Injury,Minor,1
2009/08/03,Non-Fatal Injury,Major,1
2009/08/03,Non-Fatal Injury,Minor,1
2009/08/03,Non-Fatal Injury,None,1
2009/08/04,Non-Fatal Injury,Major,1
2009/08/04,Non-Fatal Injury,Minimal,2
2009/08/05,Non-Fatal Injury,Major,3
2009/08/05,Non-Fatal Injury,None,2
2009/08/06,Non-Fatal Injury,Major,1
2009/08/06,Non-Fatal Injury,None,1
2009/08/07,Fatal,Fatal,1
2009/08/07,Fatal,None,1
2009/08/07,Non-Fatal Injury,Major,2
2009/08/07,Non-Fatal Injury,None,2
2009/08/09,Non-Fatal Injury,Major,1
2009/08/10,Non-Fatal Injury,Major,1
2009/08/10,Non-Fatal Injury,None,1
2009/08/11,Non-Fatal Injury,Major,2
2009/08/11,Non-Fatal Injury,None,3
2009/08/12,Non-Fatal Injury,Major,1
2009/08/12,Non-Fatal Injury,None,1
2009/08/13,Non-Fatal Injury,Major,1
2009/08/13,Non-Fatal Injury,None,1
2009/08/14,Non-Fatal Injury,Major,1
2009/08/14,Non-Fatal Injury,None,1
2009/08/15,Non-Fatal Injury,Major,1
2009/08/15,Non-Fatal Injury,Minimal,1
2009/08/16,Non-Fatal Injury,Major,4
2009/08/16,Non-Fatal Injury,Minimal,1
2009/08/16,Non-Fatal Injury,None,3
2009/08/17,Non-Fatal Injury,Major,3
2009/08/17,Non-Fatal Injury,None,2
2009/08/19,Non-Fatal Injury,Major,2
2009/08/19,Non-Fatal Injury,None,2
2009/08/20,Non-Fatal Injury,Major,1
2009/08/20,Non-Fatal Injury,None,1
2009/08/24,Non-Fatal Injury,Major,1
2009/08/24,Non-Fatal Injury,None,1
2009/08/25,Non-Fatal Injury,Major,1
2009/08/25,Non-Fatal Injury,None,1
2009/08/26,Non-Fatal Injury,Major,1
2009/08/26,Non-Fatal Injury,None,1
2009/08/27,Fatal,Fatal,1
2009/08/27,Fatal,None,1
2009/08/29,Non-Fatal Injury,Major,2
2009/08/29,Non-Fatal Injury,Minimal,1
2009/08/29,Non-Fatal Injury,None,1
2009/08/31,Fatal,Fatal,1
2009/08/31,Fatal,None,1
2009/09/01,Fatal,Fatal,1
2009/09/01,Fatal,None,1
2009/09/01,Non-Fatal Injury,Major,9
2009/09/01,Non-Fatal Injury,Minimal,1
2009/09/01,Non-Fatal Injury,None,4
2009/09/02,Non-Fatal Injury,Major,2
2009/09/02,Non-Fatal Injury,None,2
2009/09/04,Non-Fatal Injury,Major,1
2009/09/04,Non-Fatal Injury,None,1
2009/09/07,Non-Fatal Injury,Major,1
2009/09/07,Non-Fatal Injury,None,1
2009/09/08,Non-Fatal Injury,Major,2
2009/09/08,Non-Fatal Injury,Minor,1
2009/09/08,Non-Fatal Injury,None,2
2009/09/09,Non-Fatal Injury,Major,2
2009/09/09,Non-Fatal Injury,None,2
2009/09/11,Fatal,Fatal,1
2009/09/11,Fatal,None,1
2009/09/11,Non-Fatal Injury,Major,3
2009/09/11,Non-Fatal Injury,None,2
2009/09/14,Non-Fatal Injury,Major,2
2009/09/14,Non-Fatal Injury,Minor,2
2009/09/14,Non-Fatal Injury,None,1
2009/09/15,Fatal,Fatal,1
2009/09/15,Fatal,None,1
2009/09/16,Non-Fatal Injury,Major,3
2009/09/16,Non-Fatal Injury,None,3
2009/09/17,Non-Fatal Injury,Major,2
2009/09/17,Non-Fatal Injury,None,1
2009/09/18,Non-Fatal Injury,Major,2
2009/09/18,Non-Fatal Injury,None,2
2009/09/19,Fatal,Fatal,1
2009/09/19,Fatal,None,1
2009/09/19,Non-Fatal Injury,Major,2
2009/09/19,Non-Fatal Injury,None,2
2009/09/20,Non-Fatal Injury,Major,8
2009/09/20,Non-Fatal Injury,Minimal,1
2009/09/20,Non-Fatal Injury,None,1
2009/09/22,Non-Fatal Injury,Major,3
2009/09/22,Non-Fatal Injury,None,5
2009/09/23,Non-Fatal Injury,Major,1
2009/09/23,Non-Fatal Injury,None,2
2009/09/24,Non-Fatal Injury,Major,4
2009/09/24,Non-Fatal Injury,None,3
2009/09/25,Non-Fatal Injury,Major,3
2009/09/25,Non-Fatal Injury,Minor,2
2009/09/25,Non-Fatal Injury,None,2
2009/09/26,Non-Fatal Injury,Major,1
2009/09/26,Non-Fatal Injury,Minimal,2
2009/09/26,Non-Fatal Injury,None,1
2009/09/27,Non-Fatal Injury,Major,2
2009/09/27,Non-Fatal Injury,Minimal,2
2009/09/27,Non-Fatal Injury,None,1
2009/09/29,Fatal,Fatal,1
2009/09/29,Fatal,None,1
2009/09/30,Non-Fatal Injury,Major,1
2009/09/30,Non-Fatal Injury,None,1
2009/10/01,Non-Fatal Injury,Major,1
2009/10/01,Non-Fatal Injury,None,1
2009/10/02,Fatal,Fatal,1
2009/10/02,Fatal,None,1
2009/10/02,Non-Fatal Injury,Major,3
2009/10/02,Non-Fatal Injury,Minor,1
2009/10/02,Non-Fatal Injury,None,3
